symbol,industry,sector
REGENCERAM,Ceramics - Tiles / Sanitaryware,Building Materials
RELAXO,Leather / Leather Products,Consumer Discretionary
RELCHEMQ,Textiles - Spinning - Synthetic / Blended,Textiles
RELIABLE,Computers - Software - Medium / Small,I.T
RELIANCE,Refineries,Energy
RELIGARE,Finance & Investments,Financials
RELTD,Electric Equipment,Industrials
REMSONSIND,Auto Ancillaries,Auto
RENUKA,Sugar,Fmcg
REPCOHOME,Finance - Housing,Financials
REPL,Miscellaneous,Miscellaneous
REPRO,Printing & Stationery,Miscellaneous
RESPONIND,Plastics Products,Plastic Products
RETAIL,Trading,Consumer Discretionary
RGL,Diamond Cutting / Jewellery,Consumer Discretionary
RHETAN,Steel - Medium / Small,Metals & Mining
RHFL,Finance - Housing,Financials
RHIM,Refractories / Intermediates,Building Materials
RHL,Hotels,Services
RICOAUTO,Auto Ancillaries,Auto
RIIL,Miscellaneous,Transportation
RISHABH,Electric Equipment,Industrials
RITCO,Miscellaneous,Transportation
RITES,Miscellaneous,Miscellaneous
RKDL,Breweries & Distilleries,Fmcg
RKEC,Construction,Industrials
RKFORGE,Castings & Forgings,Industrials
RKSWAMY,Miscellaneous,Media
RMC,Electric Equipment,Industrials
RMDRIP,Plastics Products,Plastic Products
RML,Auto Ancillaries,Auto
RNBDENIMS,Textiles - Cotton/Blended,Textiles
ROHLTD,Hotels,Services
ROLEXRINGS,Auto Ancillaries,Auto
ROLLT,Packaging,Industrials
ROML,Solvent Extraction,Fmcg
ROSSARI,Chemicals,Chemicals
ROSSELLIND,Tea,Fmcg
ROSSTECH,Engineering,Aerospace & Defence
ROTO,Pumps,Industrials
ROUTE,Computers - Software - Medium / Small,I.T
RPEL,Refractories / Intermediates,Building Materials
RPGLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
RPOWER,Power Generation And Supply,Power & Utilities
RPPINFRA,Construction,Industrials
RPPL,Packaging,Industrials
RPSGVENT,Computers - Software - Medium / Small,I.T
RPTECH,Trading,Services
RRIL,Construction,Industrials
RRKABEL,Cables - Power,Industrials
RSL,Steel - Medium / Small,Metals & Mining
RSSOFTWARE,Computers - Software - Medium / Small,I.T
RSWM,Textiles - Cotton/Blended,Textiles
RSYSTEMS,Computers - Software - Medium / Small,I.T
RTNINDIA,Finance & Investments,Financials
RTNPOWER,Power Generation And Supply,Power & Utilities
RUBFILA,Miscellaneous,Fmcg
RUBICON,Pharmaceuticals - Indian - Formulations,Healthcare
RUBYMILLS,Textiles - Composite,Textiles
RUCHINFRA,Miscellaneous,Miscellaneous
RUCHIRA,Paper,Building Materials
RUDRA,Steel - Medium / Small,Metals & Mining
RUPA,Textiles - Products,Textiles
RUSHIL,Miscellaneous,Building Materials
RUSTOMJEE,Construction,Industrials
RVHL,Construction,Industrials
RVNL,Construction,Industrials
RVTH,Engineering,Industrials
S&SPOWER,Electric Equipment,Industrials
SAATVIKGL,Electric Equipment,Industrials
SABEVENTS,Entertainment / Electronic Media Software,Media
SADBHAV,Construction,Industrials
SADBHIN,Construction,Industrials
SADHNANIQ,Chemicals,Chemicals
SAFARI,Moulded Luggage,Plastic Products
SAGARDEEP,Mining / Minerals / Metals,Metals & Mining
SAGCEM,Cement - South India,Building Materials
SAGILITY,Computers - Software - Medium / Small,I.T
SAHLIBHFI,Finance & Investments,Financials
SAHYADRI,Cement Products,Building Materials
SAIL,Steel - Large,Metals & Mining
SAILIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
SAIPARENT,Pharmaceuticals - Indian - Formulations,Healthcare
SAKAR,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
SAKHTISUG,Sugar,Fmcg
SAKSOFT,Computers - Software - Medium / Small,I.T
SAKUMA,Trading,Services
SALASAR,Steel - Medium / Small,Metals & Mining
SALONA,Textiles - Cotton/Blended,Textiles
SALSTEEL,Steel - Sponge Iron,Metals & Mining
SALZERELEC,Electric Equipment,Industrials
SAMBHAAV,Entertainment / Electronic Media Software,Media
SAMBHV,Steel - Medium / Small,Metals & Mining
SAMHI,Hotels,Services
SAMMAANCAP,Finance - Housing,Financials
SAMPANN,Miscellaneous,Fmcg
SANATHAN,Textiles - Cotton/Blended,Textiles
SANDESH,Entertainment / Electronic Media Software,Media
SANDHAR,Auto Ancillaries,Auto
SANDUMA,Mining / Minerals / Metals,Metals & Mining
SANGAMIND,Textiles - Spinning - Synthetic / Blended,Textiles
SANGHVIMOV,Miscellaneous,Miscellaneous
SANGINITA,Chemicals,Chemicals
SANOFI,Pharmaceuticals - Multinational,Healthcare
SANOFICONR,Pharmaceuticals - Multinational,Healthcare
SANSERA,Auto Ancillaries,Auto
SANSTAR,Miscellaneous,Fmcg
SANWARIA,Food - Processing - Indian,Fmcg
SAPPHIRE,Hotels,Consumer Discretionary
SAPPL,Paper,Building Materials
SARDAEN,Steel - Medium / Small,Metals & Mining
SAREGAMA,Entertainment / Electronic Media Software,Media
SARLAPOLY,Textiles - Spinning - Synthetic / Blended,Textiles
SARVESHWAR,Food - Processing - Indian,Fmcg
SASKEN,Computers - Software - Medium / Small,I.T
SATIA,Paper,Building Materials
SATIN,Finance & Investments,Financials
SAURASHCEM,Cement - North India,Building Materials
SAYAJIHOTL,Hotels,Services
SBC,Textiles - Products,Textiles
SBCL,Mining / Minerals / Metals,Metals & Mining
SBFC,Finance & Investments,Financials
SBGLP,Construction,Industrials
SBICARD,Finance & Investments,Financials
SBILIFE,Finance & Investments,Financials
SBIN,Banks - Public Sector,Bank
SCANSTL,Steel - Medium / Small,Metals & Mining
SCHAEFFLER,Bearings,Industrials
SCHAND,Printing & Stationery,Miscellaneous
SCHNEIDER,Electric Equipment,Industrials
SCI,Shipping,Transportation
SCILAL,Miscellaneous,Services
SCODATUBES,Steel - Medium / Small,Metals & Mining
SCPL,Food - Processing - Indian,Fmcg
SDBL,Breweries & Distilleries,Fmcg
SEAMECLTD,Miscellaneous,Miscellaneous
SECMARK,Computers - Software - Medium / Small,I.T
SECURKLOUD,Computers - Software - Medium / Small,I.T
SEDEMAC,Electronics - Components,Consumer Discretionary
SEIL,Miscellaneous,Services
SEJALLTD,Glass & Glass Products,Building Materials
SELMC,Textiles - Cotton/Blended,Textiles
SEMAC,Engineering - Turnkey Services,Industrials
SENCO,Diamond Cutting / Jewellery,Consumer Discretionary
SENORES,Pharmaceuticals - Indian - Formulations,Healthcare
SEPC,Engineering - Turnkey Services,Industrials
SERVOTECH,Electric Equipment,Industrials
SESHAPAPER,Paper,Building Materials
SETCO,Auto Ancillaries,Auto
SETL,Engineering,Industrials
SETUINFRA,Construction,Industrials
SEYAIND,Chemicals,Chemicals
SFL,Miscellaneous,Consumer Discretionary
SGFIN,Finance & Investments,Financials
SGIL,Castings & Forgings,Industrials
SGL,Textiles - Processing,Textiles
SGMART,Trading,Services
SHADOWFAX,Couriers,Transportation
SHAH,Steel - Medium / Small,Metals & Mining
SHAHALLOYS,Steel - Medium / Small,Metals & Mining
SHAILY,Plastics Products,Plastic Products
SHAKTIPUMP,Pumps,Industrials
SHALBY,Healthcare,Healthcare
SHALPAINTS,Paints / Varnishes,Building Materials
SHANKARA,Trading,Consumer Discretionary
SHANTI,Food - Processing - Indian,Fmcg
SHANTIGEAR,Engineering,Industrials
SHANTIGOLD,Diamond Cutting / Jewellery,Consumer Discretionary
SHARDACROP,Pesticides / Agrochemicals - Indian,Chemicals
SHARDAMOTR,Auto Ancillaries,Auto
SHARDUL,Finance & Investments,Financials
SHAREINDIA,Finance & Investments,Financials
SHBAJRG,Steel - Medium / Small,Metals & Mining
SHEKHAWATI,Textiles - Processing,Textiles
SHEMAROO,Entertainment / Electronic Media Software,Media
SHILCTECH,Electric Equipment,Industrials
SHILPAMED,Pharmaceuticals - Indian - Formulations,Healthcare
SHINDL,Aquaculture,Fmcg
SHIVALIK,Pesticides / Agrochemicals - Indian,Chemicals
SHIVAMAUTO,Auto Ancillaries,Auto
SHIVAMILLS,Textiles - Spinning - Synthetic / Blended,Textiles
SHIVATEX,Textiles - Cotton/Blended,Textiles
SHIVAUM,Trading,Metals & Mining
SHK,Chemicals,Chemicals
SHOPERSTOP,Textiles - Products,Consumer Discretionary
SHRADHA,Construction,Industrials
SHREDIGCEM,Cement - North India,Building Materials
SHREECEM,Cement - North India,Building Materials
SHREEJISPG,Shipping,Transportation
SHREEPUSHK,Dyes And Pigments,Chemicals
SHREERAMA,Packaging,Industrials
SHRENIK,Trading,Building Materials
SHREYANIND,Paper,Building Materials
SHRIKRISH,Construction,Industrials
SHRINGARMS,Diamond Cutting / Jewellery,Consumer Discretionary
SHRIPISTON,Auto Ancillaries,Auto
SHRIRAMFIN,Finance & Investments,Financials
SHRIRAMPPS,Construction,Industrials
SHYAMCENT,Mining / Minerals / Metals,Metals & Mining
SHYAMMETL,Steel - Large,Metals & Mining
SHYAMTEL,Trading,Services
SICAGEN,Trading,Services
SICALLOG,Miscellaneous,Transportation
SIEMENS,Electric Equipment,Industrials
SIGACHI,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
SIGIND,Trading,Services
SIGMA,Computers - Software - Medium / Small,I.T
SIGMAADV,Electronics - Components,Aerospace & Defence
SIGNATURE,Construction,Realty
SIGNPOST,Miscellaneous,Miscellaneous
SIKA,Engineering,Aerospace & Defence
SIKKO,Pesticides / Agrochemicals - Indian,Chemicals
SIL,Trading,Textiles
SILGO,Diamond Cutting / Jewellery,Consumer Discretionary
SILINV,Finance & Investments,Financials
SILLYMONKS,Entertainment / Electronic Media Software,Media
SILVERTUC,Computers - Software - Medium / Small,I.T
SIMBHALS,Sugar,Fmcg
SIMPLEXINF,Construction,Industrials
SINCLAIR,Hotels,Services
SINDHUTRAD,Miscellaneous,Transportation
SINGERIND,Engineering,Industrials
SINTERCOM,Auto Ancillaries,Auto
SIRCA,Trading,Building Materials
SIS,Miscellaneous,Miscellaneous
SITINET,Entertainment / Electronic Media Software,Media
SIYSIL,Textiles - Processing,Textiles
SJS,Plastics Products,Auto
SJVN,Power Generation And Supply,Power & Utilities
SKFINDIA,Bearings,Industrials
SKFINDUS,Bearings,Industrials
SKIPPER,Engineering,Industrials
SKMEGGPROD,Food - Processing - Indian,Fmcg
SKYGOLD,Diamond Cutting / Jewellery,Consumer Discretionary
SMARTLINK,Computers - Hardware,I.T
SMARTWORKS,Miscellaneous,Co-Working
SMCGLOBAL,Finance & Investments,Financials
SMLMAH,Automobiles - Lcvs / Hcvs,Auto
SMLT,Steel - Medium / Small,Metals & Mining
SMSPHARMA,Pharmaceuticals - Indian - Bulk Drugs,Healthcare
SNOWMAN,Miscellaneous,Transportation
SOBHA,Construction,Realty
SOFTTECH,Computers - Software - Medium / Small,I.T
SOLARA,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
SOLARINDS,Chemicals,Aerospace & Defence
SOLARWORLD,Engineering - Turnkey Services,Power & Utilities
SOLEX,Electric Equipment,Industrials
SOMANYCERA,Ceramics - Tiles / Sanitaryware,Building Materials
SOMATEX,Construction,Industrials
SOMICONVEY,Miscellaneous,Fmcg
SONACOMS,Auto Ancillaries,Auto
SONAMLTD,Miscellaneous,Consumer Discretionary
SONATSOFTW,Computers - Software - Medium / Small,I.T
SOTL,Petrochemicals,Energy
SOUTHBANK,Banks - Private Sector,Bank
SOUTHWEST,Mining / Minerals / Metals,Metals & Mining
SPAL,Textiles - Products,Consumer Discretionary
SPANDANA,Finance & Investments,Financials
SPARC,Miscellaneous,Healthcare
SPCENET,Trading,Services
SPECIALITY,Hotels,Services
SPECTRUM,Electric Equipment,Industrials
SPENCERS,Trading,Consumer Discretionary
SPIC,Fertilizers,Chemicals
SPLIL,Trading,Textiles
SPLPETRO,Petrochemicals,Energy
SPMLINFRA,Engineering - Turnkey Services,Industrials
SPORTKING,Textiles - Spinning - Synthetic / Blended,Textiles
SRD,Trading,Chemicals
SREEL,Trading,Consumer Discretionary
SRF,Chemicals,Chemicals
SRGHFL,Finance - Housing,Financials
SRHHYPOLTD,Chemicals,Chemicals
SRM,Construction,Industrials
SRTL,Textiles - Cotton/Blended,Textiles
SSDL,Trading,Textiles
SSWL,Auto Ancillaries,Auto
STALLION,Chemicals,Chemicals
STANLEY,Miscellaneous,Consumer Discretionary
STAR,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
STARCEMENT,Cement - North India,Building Materials
STARHEALTH,Finance & Investments,Financials
STARPAPER,Paper,Building Materials
STARTECK,Finance & Investments,Financials
STCINDIA,Trading,Services
STEELCAS,Castings & Forgings,Industrials
STEELCITY,Finance & Investments,Financials
STEELXIND,Steel - Medium / Small,Metals & Mining
STEL,Finance & Investments,Financials
STERTOOLS,Fasteners,Industrials
STLNETWORK,Telecommunications - Service Provider,Telecom-Service
STLTECH,Cables - Telephone,Industrials
STOVEKRAFT,Domestic Appliances,Consumer Discretionary
STUDDS,Plastics Products,Plastic Products
STYL,Computers - Software - Medium / Small,I.T
STYLAMIND,Miscellaneous,Building Materials
STYLEBAAZA,Trading,Consumer Discretionary
STYRENIX,Petrochemicals,Energy
SUBEXLTD,Computers - Software - Medium / Small,I.T
SUBROS,Auto Ancillaries,Auto
SUDARCOLOR,Dyes And Pigments,Chemicals
SUDARSCHEM,Dyes And Pigments,Chemicals
SUDEEPPHRM,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
SUKHJITS,Miscellaneous,Fmcg
SULA,Breweries & Distilleries,Fmcg
SUMEETINDS,Textiles - Manmade,Textiles
SUMICHEM,Pesticides / Agrochemicals - Indian,Chemicals
SUMIT,Construction,Industrials
SUMMITSEC,Finance & Investments,Financials
SUNCLAY,Castings & Forgings,Industrials
SUNDARAM,Printing & Stationery,Miscellaneous
SUNDARMFIN,Finance & Investments,Financials
SUNDRMBRAK,Auto Ancillaries,Auto
SUNDRMFAST,Auto Ancillaries,Auto
SUNDROP,Food - Processing - Indian,Fmcg
SUNFLAG,Steel - Medium / Small,Metals & Mining
SUNPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
SUNTECK,Construction,Realty
SUNTV,Entertainment / Electronic Media Software,Media
SUPERHOUSE,Leather / Leather Products,Consumer Discretionary
SUPERSPIN,Miscellaneous,Miscellaneous
SUPRAJIT,Auto Ancillaries,Auto
SUPREME,Construction,Industrials
SUPREMEENG,Steel - Medium / Small,Metals & Mining
SUPREMEIND,Plastics Products,Plastic Products
SUPREMEINF,Engineering - Turnkey Services,Industrials
SUPRIYA,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
SURAJEST,Construction,Industrials
SURAJLTD,Steel - Medium / Small,Metals & Mining
SURAKSHA,Healthcare,Healthcare
SURANASOL,Electric Equipment,Industrials
SURANAT&P,Trading,Industrials
SURYALA,Textiles - Spinning - Synthetic / Blended,Textiles
SURYALAXMI,Textiles - Cotton/Blended,Textiles
SURYAROSNI,Steel - Large,Industrials
SURYODAY,Banks - Private Sector,Bank
SUTLEJTEX,Textiles - Cotton/Blended,Textiles
SUVEN,Miscellaneous,Healthcare
SUVIDHAA,Miscellaneous,I.T
SUYOG,Transmisson Line Towers / Equipment,Telecom
SUZLON,Electric Equipment,Industrials
SVLL,Miscellaneous,Transportation
SVPGLOB,Textiles - Spinning - Synthetic / Blended,Textiles
SWANCORP,Textiles - Products,Textiles
SWANDEF,Miscellaneous,Transportation
SWARAJENG,Engines,Industrials
SWELECTES,Electric Equipment,Industrials
SWIGGY,Miscellaneous,I.T
SWSOLAR,Engineering - Turnkey Services,Industrials
SYMPHONY,Domestic Appliances,Consumer Discretionary
SYNCOMF,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
SYNGENE,Miscellaneous,Healthcare
SYRMA,Electronics - Components,Consumer Discretionary
SYSTMTXC,Finance & Investments,Financials
TAALTECH,Transport - Airlines,Transportation
TAINWALCHM,Trading,Services
TAJGVK,Hotels,Services
TAKE,Miscellaneous,Healthcare
TALBROAUTO,Auto Ancillaries,Auto
TAMBOLIIN,Finance & Investments,Financials
TANLA,Computers - Software - Medium / Small,I.T
TARACHAND,Diversified - Medium / Small,Miscellaneous
TARAPUR,Electric Equipment,Industrials
TARC,Construction,Industrials
TARIL,Electric Equipment,Industrials
TARMAT,Construction,Industrials
TARSONS,Miscellaneous,Healthcare
TASTYBITE,Food - Processing - Indian,Fmcg
TATACAP,Finance & Investments,Financials
TATACHEM,Chemicals,Chemicals
TATACOMM,Telecommunications - Service Provider,Telecom-Service
TATACONSUM,Tea,Fmcg
TATAELXSI,Computers - Software - Medium / Small,I.T
TATAINVEST,Finance & Investments,Financials
TATAPOWER,Power Generation And Supply,Power & Utilities
TATASTEEL,Steel - Large,Metals & Mining
TATATECH,Computers - Software - Medium / Small,I.T
TATVA,Chemicals,Chemicals
TBOTEK,Travel Agencies,I.T
TBZ,Diamond Cutting / Jewellery,Consumer Discretionary
TCC,Construction,Industrials
TCI,Miscellaneous,Transportation
TCIEXP,Miscellaneous,Transportation
TCIFINANCE,Finance & Investments,Financials
TCPLPACK,Packaging,Industrials
TCS,Computers - Software - Large,I.T
TDPOWERSYS,Electric Equipment,Industrials
TEAMGTY,Finance & Investments,Financials
TEAMLEASE,Miscellaneous,Miscellaneous
TECHM,Computers - Software - Large,I.T
TECHNOE,Engineering - Turnkey Services,Industrials
TECHNVISN,Computers - Software - Medium / Small,I.T
TECILCHEM,Chemicals,Chemicals
TEGA,Engineering,Industrials
TEJASNET,Telecommunications - Equipment,Telecom
TEMBO,Trading,Consumer Discretionary
TENNIND,Auto Ancillaries,Auto
TERASOFT,Computers - Software - Medium / Small,I.T
TEXINFRA,Construction,Industrials
TEXMOPIPES,Plastics Products,Plastic Products
TEXRAIL,Engineering,Industrials
TFCILTD,Finance - Term-Lending Institutions,Financials
TFL,Finance & Investments,Financials
TGBHOTELS,Hotels,Services
THACKER,Diversified - Medium / Small,Miscellaneous
THAKDEV,Construction,Industrials
THANGAMAYL,Diamond Cutting / Jewellery,Consumer Discretionary
THEINVEST,Finance & Investments,Financials
THEJO,Engineering,Industrials
THELEELA,Hotels,Services
THEMISMED,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
THERMAX,Electric Equipment,Industrials
THOMASCOOK,Travel Agencies,Miscellaneous
THOMASCOTT,Textiles - Products,Consumer Discretionary
THYROCARE,Healthcare,Healthcare
TI,Breweries & Distilleries,Fmcg
TICL,Construction,Industrials
TIGERLOGS,Miscellaneous,Transportation
TIIL,Steel - Medium / Small,Metals & Mining
TIINDIA,Steel - Large,Industrials
TIJARIA,Plastics Products,Plastic Products
TIL,Engineering,Industrials
TIMETECHNO,Plastics Products,Plastic Products
TIMEX,Miscellaneous,Consumer Discretionary
TIMKEN,Bearings,Industrials
TINNARUBR,Miscellaneous,Fmcg
TIPSFILMS,Entertainment / Electronic Media Software,Media
TIPSMUSIC,Entertainment / Electronic Media Software,Media
TIRUMALCHM,Chemicals,Chemicals
TIRUPATIFL,Castings & Forgings,Industrials
TITAGARH,Engineering,Industrials
TITAN,Diamond Cutting / Jewellery,Consumer Discretionary
TMB,Banks - Private Sector,Bank
TMCV,Automobiles - Lcvs / Hcvs,Auto
TMPV,Automobiles - Passenger Cars,Auto
TNPETRO,Petrochemicals,Energy
TNPL,Paper,Building Materials
TNTELE,Cables - Telephone,Industrials
TOKYOPLAST,Plastics Products,Plastic Products
TOLINS,Tyres,Auto
TORNTPHARM,Pharmaceuticals - Indian - Formulations,Healthcare
TORNTPOWER,Power Generation And Supply,Power & Utilities
TOTAL,Miscellaneous,Transportation
TOUCHWOOD,Miscellaneous,Media
TPHQ,Trading,Services
TPLPLASTEH,Packaging,Industrials
TRACXN,Computers - Software - Medium / Small,I.T
TRANSPEK,Chemicals,Chemicals
TRANSRAILL,Engineering - Turnkey Services,Industrials
TRANSWORLD,Shipping,Transportation
TRAVELFOOD,Hotels,Consumer Discretionary
TREEHOUSE,Miscellaneous,Services
TREJHARA,Computers - Software - Medium / Small,I.T
TREL,Miscellaneous,Transportation
TRENT,Trading,Consumer Discretionary
TRF,Engineering,Industrials
TRIDENT,Textiles - Cotton/Blended,Textiles
TRIGYN,Computers - Software - Medium / Small,I.T
TRITURBINE,Electric Equipment,Industrials
TRIVENI,Sugar,Fmcg
TRU,Finance & Investments,Financials
TRUALT,Miscellaneous,Miscellaneous
TSFINV,Finance & Investments,Financials
TTKHLTCARE,Diversified - Medium / Small,Miscellaneous
TTKPRESTIG,Domestic Appliances,Consumer Discretionary
TTL,Textiles - Products,Textiles
TTML,Telecommunications - Service Provider,Telecom-Service
TURTLEMINT,Computers - Software - Medium / Small,I.T
TVSELECT,Computers - Hardware,I.T
TVSHLTD,Finance & Investments,Financials
TVSMOTOR,Automobiles - Motorcycles / Mopeds,Auto
TVSSCS,Miscellaneous,Transportation
TVSSRICHAK,Tyres,Auto
TVTODAY,Entertainment / Electronic Media Software,Media
TVVISION,Entertainment / Electronic Media Software,Media
UBL,Breweries & Distilleries,Fmcg
UCAL,Auto Ancillaries,Auto
UCOBANK,Banks - Public Sector,Bank
UDS,Miscellaneous,Miscellaneous
UEL,Power Generation And Supply,Power & Utilities
UFBL,Hotels,Consumer Discretionary
UFLEX,Packaging,Industrials
UFO,Entertainment / Electronic Media Software,Media
UGARSUGAR,Sugar,Fmcg
UGROCAP,Finance & Investments,Financials
UJJIVANSFB,Banks - Private Sector,Bank
ULTRACEMCO,Cement - North India,Building Materials
ULTRAMAR,Dyes And Pigments,Chemicals
UMAEXPORTS,Trading,Services
UMESLTD,Computers - Education,I.T
UMIYA-MRO,Telecommunications - Equipment,Telecom
UNICHEMLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
UNIDT,Engineering,Industrials
UNIECOM,Computers - Software - Medium / Small,I.T
UNIENTER,Trading,Services
UNIINFO,Telecommunications - Service Provider,Telecom-Service
UNIMECH,Engineering,Aerospace & Defence
UNIONBANK,Banks - Public Sector,Bank
UNIPARTS,Engineering,Industrials
UNITDSPR,Breweries & Distilleries,Fmcg
UNITECH,Construction,Industrials
UNITEDPOLY,Textiles - Products,Textiles
UNITEDTEA,Tea,Fmcg
UNIVASTU,Construction,Industrials
UNIVCABLES,Cables - Power,Industrials
UNIVPHOTO,Photographic And Allied Products,Consumer Discretionary
UNOMINDA,Auto Ancillaries,Auto
UPL,Pesticides / Agrochemicals - Indian,Chemicals
URBANCO,Miscellaneous,I.T
URJA,Automobiles - Motorcycles / Mopeds,Auto
USHAMART,Steel - Medium / Small,Metals & Mining
USK,Construction,Industrials
UTIAMC,Finance & Investments,Financials
UTKARSHBNK,Banks - Private Sector,Bank
UTLSOLAR,Electric Equipment,Industrials
UTTAMSUGAR,Sugar,Fmcg
UYFINCORP,Finance & Investments,Financials
V2RETAIL,Textiles - Products,Consumer Discretionary
VADILALIND,Food - Processing - Indian,Fmcg
VAIBHAVGBL,Diamond Cutting / Jewellery,Consumer Discretionary
VAISHALI,Pharmaceuticals - Indian - Bulk Drugs & Formln,Healthcare
VAKRANGEE,Computers - Software - Medium / Small,I.T
